agent,jour,poste,value
3,82,5,0
3,82,6,1
3,82,7,0
3,83,1,0
3,83,2,0
3,83,3,0
3,83,4,0
3,83,5,1
3,83,6,0
3,83,7,0
3,84,1,1
3,84,2,0
3,84,3,0
3,84,4,0
3,84,5,0
3,84,6,0
3,84,7,0
4,1,1,0
4,1,2,1
4,1,3,0
4,1,4,0
4,1,5,0
4,1,6,0
4,1,7,0
4,2,1,1
4,2,2,0
4,2,3,0
4,2,4,0
4,2,5,0
4,2,6,0
4,2,7,0
4,3,1,0
4,3,2,1
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,0
4,3,7,0
4,4,1,0
4,4,2,1
4,4,3,0
4,4,4,0
4,4,5,0
4,4,6,0
4,4,7,0
4,5,1,1
4,5,2,0
4,5,3,0
4,5,4,0
4,5,5,0
4,5,6,0
4,5,7,0
4,6,1,0
4,6,2,0
4,6,3,0
4,6,4,0
4,6,5,0
4,6,6,0
4,6,7,1
4,7,1,1
4,7,2,0
4,7,3,0
4,7,4,0
4,7,5,0
4,7,6,0
4,7,7,0
4,8,1,0
4,8,2,0
4,8,3,0
4,8,4,1
4,8,5,0
4,8,6,0
4,8,7,0
4,9,1,0
4,9,2,0
4,9,3,0
4,9,4,1
4,9,5,0
4,9,6,0
4,9,7,0
4,10,1,0
4,10,2,0
4,10,3,0
4,10,4,1
4,10,5,0
4,10,6,0
4,10,7,0
4,11,1,0
4,11,2,0
4,11,3,0
4,11,4,1
4,11,5,0
4,11,6,0
4,11,7,0
4,12,1,0
4,12,2,0
4,12,3,0
4,12,4,0
4,12,5,0
4,12,6,0
4,12,7,1
4,13,1,0
4,13,2,0
4,13,3,0
4,13,4,1
4,13,5,0
4,13,6,0
4,13,7,0
4,14,1,0
4,14,2,0
4,14,3,0
4,14,4,1
4,14,5,0
4,14,6,0
4,14,7,0
4,15,1,0
4,15,2,0
4,15,3,0
4,15,4,1
4,15,5,0
4,15,6,0
4,15,7,0
4,16,1,1
4,16,2,0
4,16,3,0
4,16,4,0
4,16,5,0
4,16,6,0
4,16,7,0
4,17,1,0
4,17,2,0
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,0
4,17,7,1
4,18,1,0
4,18,2,0
4,18,3,0
4,18,4,0
4,18,5,0
4,18,6,0
4,18,7,1
4,19,1,0
4,19,2,0
4,19,3,0
4,19,4,1
4,19,5,0
4,19,6,0
4,19,7,0
4,20,1,0
4,20,2,0
4,20,3,0
4,20,4,1
4,20,5,0
4,20,6,0
4,20,7,0
4,21,1,1
4,21,2,0
4,21,3,0
4,21,4,0
4,21,5,0
4,21,6,0
4,21,7,0
4,22,1,0
4,22,2,1
4,22,3,0
4,22,4,0
4,22,5,0
4,22,6,0
4,22,7,0
4,23,1,0
4,23,2,1
4,23,3,0
4,23,4,0
4,23,5,0
4,23,6,0
4,23,7,0
4,24,1,0
4,24,2,0
4,24,3,0
4,24,4,0
4,24,5,0
4,24,6,0
4,24,7,1
4,25,1,0
4,25,2,0
4,25,3,0
4,25,4,0
4,25,5,0
4,25,6,0
4,25,7,1
4,26,1,0
4,26,2,0
4,26,3,0
4,26,4,0
4,26,5,0
4,26,6,0
4,26,7,1
4,27,1,0
4,27,2,0
4,27,3,0
4,27,4,1
4,27,5,0
4,27,6,0
4,27,7,0
4,28,1,0
4,28,2,0
4,28,3,0
4,28,4,1
4,28,5,0
4,28,6,0
4,28,7,0
4,29,1,0
4,29,2,0
4,29,3,0
4,29,4,1
4,29,5,0
4,29,6,0
4,29,7,0
4,30,1,1
4,30,2,0
4,30,3,0
4,30,4,0
4,30,5,0
4,30,6,0
4,30,7,0
4,31,1,0
4,31,2,0
4,31,3,0
4,31,4,0
4,31,5,0
4,31,6,0
4,31,7,1
4,32,1,0
4,32,2,0
4,32,3,0
4,32,4,1
4,32,5,0
4,32,6,0
4,32,7,0
4,33,1,0
4,33,2,0
4,33,3,0
4,33,4,1
4,33,5,0
4,33,6,0
4,33,7,0
4,34,1,0
4,34,2,0
4,34,3,0
4,34,4,1
4,34,5,0
4,34,6,0
4,34,7,0
4,35,1,0
4,35,2,0
4,35,3,0
4,35,4,1
4,35,5,0
4,35,6,0
4,35,7,0
4,36,1,1
4,36,2,0
4,36,3,0
4,36,4,0
4,36,5,0
4,36,6,0
4,36,7,0
4,37,1,0
4,37,2,0
4,37,3,0
4,37,4,0
4,37,5,0
4,37,6,0
4,37,7,1
4,38,1,0
4,38,2,0
4,38,3,0
4,38,4,0
4,38,5,0
4,38,6,0
4,38,7,1
4,39,1,1
4,39,2,0
4,39,3,0
4,39,4,0
4,39,5,0
4,39,6,0
4,39,7,0
4,40,1,1
4,40,2,0
4,40,3,0
4,40,4,0
4,40,5,0
4,40,6,0
4,40,7,0
4,41,1,1
4,41,2,0
4,41,3,0
4,41,4,0
4,41,5,0
4,41,6,0
4,41,7,0
4,42,1,0
4,42,2,0
4,42,3,0
4,42,4,0
4,42,5,0
4,42,6,0
4,42,7,1
4,43,1,0
4,43,2,1
4,43,3,0
4,43,4,0
4,43,5,0
4,43,6,0
4,43,7,0
4,44,1,0
4,44,2,1
4,44,3,0
4,44,4,0
4,44,5,0
4,44,6,0
4,44,7,0
4,45,1,0
4,45,2,0
4,45,3,0
4,45,4,0
4,45,5,0
4,45,6,0
4,45,7,1
4,46,1,1
4,46,2,0
4,46,3,0
4,46,4,0
4,46,5,0
4,46,6,0
4,46,7,0
4,47,1,0
4,47,2,0
4,47,3,0
4,47,4,1
4,47,5,0
4,47,6,0
4,47,7,0
4,48,1,0
4,48,2,0
4,48,3,0
4,48,4,1
4,48,5,0
4,48,6,0
4,48,7,0
4,49,1,0
4,49,2,0
4,49,3,0
4,49,4,1
4,49,5,0
4,49,6,0
4,49,7,0
4,50,1,1
4,50,2,0
4,50,3,0
4,50,4,0
4,50,5,0
4,50,6,0
4,50,7,0
4,51,1,0
4,51,2,0
4,51,3,0
4,51,4,0
4,51,5,0
4,51,6,0
4,51,7,1
4,52,1,0
4,52,2,0
4,52,3,0
4,52,4,1
4,52,5,0
4,52,6,0
4,52,7,0
4,53,1,0
4,53,2,0
4,53,3,0
4,53,4,1
4,53,5,0
4,53,6,0
4,53,7,0
4,54,1,0
4,54,2,0
4,54,3,0
4,54,4,0
4,54,5,0
4,54,6,0
4,54,7,1
4,55,1,0
4,55,2,0
4,55,3,0
4,55,4,0
4,55,5,0
4,55,6,0
4,55,7,1
4,56,1,0
4,56,2,0
4,56,3,0
4,56,4,1
4,56,5,0
4,56,6,0
4,56,7,0
4,57,1,0
4,57,2,0
4,57,3,0
4,57,4,1
4,57,5,0
4,57,6,0
4,57,7,0
4,58,1,0
4,58,2,0
4,58,3,0
4,58,4,1
4,58,5,0
4,58,6,0
4,58,7,0
4,59,1,0
4,59,2,0
4,59,3,0
4,59,4,0
4,59,5,0
4,59,6,0
4,59,7,1
4,60,1,0
4,60,2,0
4,60,3,1
4,60,4,0
4,60,5,0
4,60,6,0
4,60,7,0
4,61,1,0
4,61,2,0
4,61,3,1
4,61,4,0
4,61,5,0
4,61,6,0
4,61,7,0
4,62,1,0
4,62,2,1
4,62,3,0
4,62,4,0
4,62,5,0
4,62,6,0
4,62,7,0
4,63,1,0
4,63,2,1
4,63,3,0
4,63,4,0
4,63,5,0
4,63,6,0
4,63,7,0
4,64,1,0
4,64,2,0
4,64,3,0
4,64,4,0
4,64,5,0
4,64,6,0
4,64,7,1
4,65,1,0
4,65,2,0
4,65,3,0
4,65,4,1
4,65,5,0
4,65,6,0
4,65,7,0
4,66,1,0
4,66,2,0
4,66,3,0
4,66,4,1
4,66,5,0
4,66,6,0
4,66,7,0
4,67,1,0
4,67,2,0
4,67,3,0
4,67,4,1
4,67,5,0
4,67,6,0
4,67,7,0
4,68,1,1
4,68,2,0
4,68,3,0
4,68,4,0
4,68,5,0
4,68,6,0
4,68,7,0
4,69,1,0
4,69,2,0
4,69,3,0
4,69,4,0
4,69,5,0
4,69,6,0
4,69,7,1
4,70,1,1
4,70,2,0
4,70,3,0
4,70,4,0
4,70,5,0
4,70,6,0
4,70,7,0
4,71,1,1
4,71,2,0
4,71,3,0
4,71,4,0
4,71,5,0
4,71,6,0
4,71,7,0
4,72,1,0
4,72,2,0
4,72,3,0
4,72,4,0
4,72,5,1
4,72,6,0
4,72,7,0
4,73,1,0
4,73,2,0
4,73,3,0
4,73,4,0
4,73,5,0
4,73,6,0
4,73,7,1
4,74,1,1
4,74,2,0
4,74,3,0
4,74,4,0
4,74,5,0
4,74,6,0
4,74,7,0
4,75,1,1
4,75,2,0
4,75,3,0
4,75,4,0
4,75,5,0
4,75,6,0
4,75,7,0
4,76,1,0
4,76,2,0
4,76,3,0
4,76,4,0
4,76,5,0
4,76,6,1
4,76,7,0
4,77,1,1
4,77,2,0
4,77,3,0
4,77,4,0
4,77,5,0
4,77,6,0
4,77,7,0
4,78,1,0
4,78,2,0
4,78,3,0
4,78,4,0
4,78,5,1
4,78,6,0
4,78,7,0
4,79,1,0
4,79,2,0
4,79,3,0
4,79,4,0
4,79,5,0
4,79,6,0
4,79,7,1
4,80,1,0
4,80,2,0
4,80,3,0
4,80,4,0
4,80,5,1
4,80,6,0
4,80,7,0
4,81,1,0
4,81,2,1
4,81,3,0
4,81,4,0
4,81,5,0
4,81,6,0
4,81,7,0
4,82,1,0
4,82,2,1
4,82,3,0
4,82,4,0
4,82,5,0
4,82,6,0
4,82,7,0
4,83,1,0
4,83,2,0
4,83,3,0
4,83,4,0
4,83,5,0
4,83,6,1
4,83,7,0
4,84,1,1
4,84,2,0
4,84,3,0
4,84,4,0
4,84,5,0
4,84,6,0
4,84,7,0
5,1,1,1
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0
5,1,7,0
5,2,1,1
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,0
5,2,7,0
5,3,1,1
5,3,2,0
5,3,3,0
5,3,4,0
5,3,5,0
5,3,6,0
5,3,7,0
5,4,1,0
5,4,2,0
5,4,3,1
5,4,4,0
5,4,5,0
5,4,6,0
5,4,7,0
5,5,1,0
5,5,2,0
5,5,3,1
5,5,4,0
5,5,5,0
5,5,6,0
5,5,7,0
5,6,1,1
5,6,2,0
5,6,3,0
5,6,4,0
5,6,5,0
5,6,6,0
5,6,7,0
5,7,1,0
5,7,2,0
5,7,3,0
5,7,4,0
5,7,5,0
5,7,6,0
5,7,7,1
5,8,1,0
5,8,2,0
5,8,3,1
5,8,4,0
5,8,5,0
5,8,6,0
5,8,7,0
5,9,1,0
5,9,2,0
5,9,3,1
5,9,4,0
5,9,5,0
5,9,6,0
5,9,7,0
5,10,1,0
5,10,2,0
5,10,3,1
5,10,4,0
5,10,5,0
5,10,6,0
5,10,7,0
5,11,1,0
5,11,2,0
5,11,3,1
5,11,4,0
5,11,5,0
5,11,6,0
5,11,7,0
5,12,1,0
5,12,2,0
5,12,3,1
5,12,4,0
5,12,5,0
5,12,6,0
5,12,7,0
5,13,1,0
5,13,2,0
5,13,3,0
5,13,4,0
5,13,5,0
5,13,6,0
5,13,7,1
5,14,1,0
5,14,2,0
5,14,3,0
5,14,4,0
5,14,5,0
5,14,6,0
5,14,7,1
5,15,1,0
5,15,2,1
5,15,3,0
5,15,4,0
5,15,5,0
5,15,6,0
5,15,7,0
5,16,1,0
5,16,2,1
5,16,3,0
5,16,4,0
5,16,5,0
5,16,6,0
5,16,7,0
5,17,1,0
5,17,2,1
5,17,3,0
5,17,4,0
5,17,5,0
5,17,6,0
5,17,7,0
5,18,1,0
5,18,2,0
5,18,3,0
5,18,4,0
5,18,5,0
5,18,6,0
5,18,7,1
5,19,1,0
5,19,2,0
5,19,3,0
5,19,4,0
5,19,5,0
5,19,6,0
5,19,7,1
5,20,1,0
5,20,2,0
5,20,3,0
5,20,4,1
5,20,5,0
5,20,6,0
5,20,7,0
5,21,1,0
5,21,2,0
5,21,3,0
5,21,4,1
5,21,5,0
5,21,6,0
5,21,7,0
5,22,1,0
5,22,2,0
5,22,3,0
5,22,4,1
5,22,5,0
5,22,6,0
5,22,7,0
5,23,1,0
5,23,2,0
5,23,3,0
5,23,4,1
5,23,5,0
5,23,6,0
5,23,7,0
5,24,1,1
5,24,2,0
5,24,3,0
5,24,4,0
5,24,5,0
5,24,6,0
5,24,7,0
5,25,1,0
5,25,2,0
5,25,3,0
5,25,4,0
5,25,5,0
5,25,6,0
5,25,7,1
5,26,1,1
5,26,2,0
5,26,3,0
5,26,4,0
5,26,5,0
5,26,6,0
5,26,7,0
5,27,1,1
5,27,2,0
5,27,3,0
5,27,4,0
5,27,5,0
5,27,6,0
5,27,7,0
5,28,1,0
5,28,2,0
5,28,3,0
5,28,4,0
5,28,5,0
5,28,6,0
5,28,7,1
5,29,1,0
5,29,2,1
5,29,3,0
5,29,4,0
5,29,5,0
5,29,6,0
5,29,7,0
5,30,1,0
5,30,2,1
5,30,3,0
5,30,4,0
5,30,5,0
5,30,6,0
5,30,7,0
5,31,1,0
5,31,2,1
5,31,3,0
5,31,4,0
5,31,5,0
5,31,6,0
5,31,7,0
5,32,1,1
5,32,2,0
5,32,3,0
5,32,4,0
5,32,5,0
5,32,6,0
5,32,7,0
5,33,1,1
5,33,2,0
5,33,3,0
5,33,4,0
5,33,5,0
5,33,6,0
5,33,7,0
5,34,1,0
5,34,2,0
5,34,3,0
5,34,4,0
5,34,5,0
5,34,6,0
5,34,7,1
5,35,1,0
5,35,2,0
5,35,3,0
5,35,4,0
5,35,5,0
5,35,6,0
5,35,7,1
5,36,1,0
5,36,2,1
5,36,3,0
5,36,4,0
5,36,5,0
5,36,6,0
5,36,7,0
5,37,1,0
5,37,2,1
5,37,3,0
5,37,4,0
5,37,5,0
5,37,6,0
5,37,7,0
5,38,1,1
5,38,2,0
5,38,3,0
5,38,4,0
5,38,5,0
5,38,6,0
5,38,7,0
5,39,1,1
5,39,2,0
5,39,3,0
5,39,4,0
5,39,5,0
5,39,6,0
5,39,7,0
5,40,1,1
5,40,2,0
5,40,3,0
5,40,4,0
5,40,5,0
5,40,6,0
5,40,7,0
5,41,1,0
5,41,2,0
5,41,3,0
5,41,4,0
5,41,5,0
5,41,6,0
5,41,7,1
5,42,1,0
5,42,2,0
5,42,3,0
5,42,4,0
5,42,5,0
5,42,6,0
5,42,7,1
5,43,1,0
5,43,2,0
5,43,3,0
5,43,4,1
5,43,5,0
5,43,6,0
5,43,7,0
5,44,1,0
5,44,2,0
5,44,3,0
5,44,4,1
5,44,5,0
5,44,6,0
5,44,7,0
5,45,1,0
5,45,2,0
5,45,3,0
5,45,4,1
5,45,5,0
5,45,6,0
5,45,7,0
5,46,1,0
5,46,2,0
5,46,3,0
5,46,4,1
5,46,5,0
5,46,6,0
5,46,7,0
5,47,1,0
5,47,2,0
5,47,3,0
5,47,4,0
5,47,5,0
5,47,6,0
5,47,7,1
5,48,1,0
5,48,2,0
5,48,3,0
5,48,4,0
5,48,5,0
5,48,6,0
5,48,7,1
5,49,1,1
5,49,2,0
5,49,3,0
5,49,4,0
5,49,5,0
5,49,6,0
5,49,7,0
5,50,1,0
5,50,2,0
5,50,3,1
5,50,4,0
5,50,5,0
5,50,6,0
5,50,7,0
5,51,1,0
5,51,2,0
5,51,3,1
5,51,4,0
5,51,5,0
5,51,6,0
5,51,7,0
5,52,1,0
5,52,2,0
5,52,3,1
5,52,4,0
5,52,5,0
5,52,6,0
5,52,7,0
5,53,1,0
5,53,2,0
5,53,3,0
5,53,4,0
5,53,5,0
5,53,6,0
5,53,7,1
5,54,1,0
5,54,2,1
5,54,3,0
5,54,4,0
5,54,5,0
5,54,6,0
5,54,7,0
5,55,1,0
5,55,2,1
5,55,3,0
5,55,4,0
5,55,5,0
5,55,6,0
5,55,7,0
5,56,1,0
5,56,2,1
5,56,3,0
5,56,4,0
5,56,5,0
5,56,6,0
5,56,7,0
5,57,1,0
5,57,2,1
5,57,3,0
5,57,4,0
5,57,5,0
5,57,6,0
5,57,7,0
5,58,1,0
5,58,2,1
5,58,3,0
5,58,4,0
5,58,5,0
5,58,6,0
5,58,7,0
5,59,1,0
5,59,2,0
5,59,3,0
5,59,4,0
5,59,5,0
5,59,6,0
5,59,7,1
5,60,1,0
5,60,2,1
5,60,3,0
5,60,4,0
5,60,5,0
5,60,6,0
5,60,7,0
5,61,1,0
5,61,2,1
5,61,3,0
5,61,4,0
5,61,5,0
5,61,6,0
5,61,7,0
5,62,1,0
5,62,2,1
5,62,3,0
5,62,4,0
5,62,5,0
5,62,6,0
5,62,7,0
5,63,1,1
5,63,2,0
5,63,3,0
5,63,4,0
5,63,5,0
5,63,6,0
5,63,7,0
5,64,1,1
5,64,2,0
5,64,3,0
5,64,4,0
5,64,5,0
5,64,6,0
5,64,7,0
5,65,1,0
5,65,2,0
5,65,3,0
5,65,4,0
5,65,5,0
5,65,6,0
5,65,7,1
5,66,1,0
5,66,2,0
5,66,3,1
5,66,4,0
5,66,5,0
5,66,6,0
5,66,7,0
5,67,1,0
5,67,2,0
5,67,3,1
5,67,4,0
5,67,5,0
5,67,6,0
5,67,7,0
5,68,1,0
5,68,2,0
5,68,3,1
5,68,4,0
5,68,5,0
5,68,6,0
5,68,7,0
5,69,1,0
5,69,2,0
5,69,3,0
5,69,4,0
5,69,5,0
5,69,6,0
5,69,7,1
5,70,1,0
5,70,2,0
5,70,3,0
5,70,4,0
5,70,5,0
5,70,6,0
5,70,7,1
5,71,1,0
5,71,2,0
5,71,3,1
5,71,4,0
5,71,5,0
5,71,6,0
5,71,7,0
5,72,1,0
5,72,2,0
5,72,3,1
5,72,4,0
5,72,5,0
5,72,6,0
5,72,7,0
5,73,1,0
5,73,2,0
5,73,3,0
5,73,4,0
5,73,5,0
5,73,6,0
5,73,7,1
5,74,1,0
5,74,2,0
5,74,3,0
5,74,4,0
5,74,5,0
5,74,6,1
5,74,7,0
5,75,1,0
5,75,2,0
5,75,3,0
5,75,4,1
5,75,5,0
5,75,6,0
5,75,7,0
5,76,1,0
5,76,2,0
5,76,3,0
5,76,4,1
5,76,5,0
5,76,6,0
5,76,7,0
5,77,1,0
5,77,2,0
5,77,3,0
5,77,4,0
5,77,5,1
5,77,6,0
5,77,7,0
5,78,1,0
5,78,2,0
5,78,3,0
5,78,4,0
5,78,5,1
5,78,6,0
5,78,7,0
5,79,1,0
5,79,2,0
5,79,3,0
5,79,4,0
5,79,5,0
5,79,6,0
5,79,7,1
5,80,1,1
5,80,2,0
5,80,3,0
5,80,4,0
5,80,5,0
5,80,6,0
5,80,7,0
5,81,1,0
5,81,2,0
5,81,3,1
5,81,4,0
5,81,5,0
5,81,6,0
5,81,7,0
5,82,1,0
5,82,2,0
5,82,3,1
5,82,4,0
5,82,5,0
5,82,6,0
5,82,7,0
5,83,1,0
5,83,2,0
5,83,3,0
5,83,4,0
5,83,5,1
5,83,6,0
5,83,7,0
5,84,1,0
5,84,2,0
5,84,3,0
5,84,4,1
5,84,5,0
5,84,6,0
5,84,7,0
6,1,1,0
6,1,2,0
6,1,3,1
6,1,4,0
6,1,5,0
6,1,6,0
6,1,7,0
6,2,1,0
6,2,2,0
6,2,3,0
6,2,4,1
6,2,5,0
6,2,6,0
6,2,7,0
6,3,1,0
6,3,2,0
6,3,3,0
6,3,4,1
6,3,5,0
6,3,6,0
6,3,7,0
6,4,1,1
6,4,2,0
6,4,3,0
6,4,4,0
6,4,5,0
6,4,6,0
6,4,7,0
6,5,1,1
6,5,2,0
6,5,3,0
6,5,4,0
6,5,5,0
6,5,6,0
6,5,7,0
6,6,1,0
6,6,2,0
6,6,3,0
6,6,4,0
6,6,5,0
6,6,6,0
6,6,7,1
6,7,1,1
6,7,2,0
6,7,3,0
6,7,4,0
6,7,5,0
6,7,6,0
6,7,7,0
6,8,1,1
6,8,2,0
6,8,3,0
6,8,4,0
6,8,5,0
6,8,6,0
6,8,7,0
6,9,1,1
6,9,2,0
6,9,3,0
6,9,4,0
6,9,5,0
6,9,6,0
6,9,7,0
6,10,1,1
6,10,2,0
6,10,3,0
6,10,4,0
6,10,5,0
6,10,6,0
6,10,7,0
6,11,1,0
6,11,2,0
6,11,3,0
6,11,4,0
6,11,5,0
6,11,6,0
6,11,7,1
6,12,1,0
6,12,2,0
6,12,3,0
6,12,4,1
6,12,5,0
6,12,6,0
6,12,7,0
6,13,1,0
6,13,2,0
6,13,3,0
6,13,4,1
6,13,5,0
6,13,6,0
6,13,7,0
6,14,1,0
6,14,2,0
6,14,3,0
6,14,4,1
6,14,5,0
6,14,6,0
6,14,7,0
6,15,1,0
6,15,2,0
6,15,3,1
6,15,4,0
6,15,5,0
6,15,6,0
6,15,7,0
6,16,1,0
6,16,2,0
6,16,3,1
6,16,4,0
6,16,5,0
6,16,6,0
6,16,7,0
6,17,1,0
6,17,2,0
6,17,3,0
6,17,4,0
6,17,5,0
6,17,6,0
6,17,7,1
6,18,1,0
6,18,2,0
6,18,3,1
6,18,4,0
6,18,5,0
6,18,6,0
6,18,7,0
6,19,1,0
6,19,2,0
6,19,3,1
6,19,4,0
6,19,5,0
6,19,6,0
6,19,7,0
6,20,1,0
6,20,2,0
6,20,3,0
6,20,4,0
6,20,5,0
6,20,6,0
6,20,7,1
6,21,1,0
6,21,2,1
6,21,3,0
6,21,4,0
6,21,5,0
6,21,6,0
6,21,7,0
6,22,1,0
6,22,2,1
6,22,3,0
6,22,4,0
6,22,5,0
6,22,6,0
6,22,7,0
6,23,1,0
6,23,2,0
6,23,3,0
6,23,4,1
6,23,5,0
6,23,6,0
6,23,7,0
6,24,1,0
6,24,2,0
6,24,3,0
6,24,4,1
6,24,5,0
6,24,6,0
6,24,7,0
6,25,1,1
6,25,2,0
6,25,3,0
6,25,4,0
6,25,5,0
6,25,6,0
6,25,7,0
6,26,1,0
6,26,2,0
6,26,3,0
6,26,4,0
6,26,5,0
6,26,6,0
6,26,7,1
6,27,1,0
6,27,2,1
6,27,3,0
6,27,4,0
6,27,5,0
6,27,6,0
6,27,7,0
6,28,1,0
6,28,2,1
6,28,3,0
6,28,4,0
6,28,5,0
6,28,6,0
6,28,7,0
6,29,1,1
6,29,2,0
6,29,3,0
6,29,4,0
6,29,5,0
6,29,6,0
6,29,7,0
6,30,1,0
6,30,2,0
6,30,3,0
6,30,4,0
6,30,5,0
6,30,6,0
6,30,7,1
6,31,1,1
6,31,2,0
6,31,3,0
6,31,4,0
6,31,5,0
6,31,6,0
6,31,7,0
6,32,1,0
6,32,2,0
6,32,3,1
6,32,4,0
6,32,5,0
6,32,6,0
6,32,7,0
6,33,1,0
6,33,2,0
6,33,3,1
6,33,4,0
6,33,5,0
6,33,6,0
6,33,7,0
6,34,1,0
6,34,2,0
6,34,3,0
6,34,4,0
6,34,5,0
6,34,6,0
6,34,7,1
6,35,1,0
6,35,2,0
6,35,3,0
6,35,4,0
6,35,5,0
6,35,6,0
6,35,7,1
6,36,1,1
6,36,2,0
6,36,3,0
6,36,4,0
6,36,5,0
6,36,6,0
6,36,7,0
6,37,1,1
6,37,2,0
6,37,3,0
6,37,4,0
6,37,5,0
6,37,6,0
6,37,7,0
6,38,1,1
6,38,2,0
6,38,3,0
6,38,4,0
6,38,5,0
6,38,6,0
6,38,7,0
6,39,1,0
6,39,2,0
6,39,3,1
6,39,4,0
6,39,5,0
6,39,6,0
6,39,7,0
6,40,1,0
6,40,2,0
6,40,3,1
6,40,4,0
6,40,5,0
6,40,6,0
6,40,7,0
6,41,1,0
6,41,2,0
6,41,3,0
6,41,4,0
6,41,5,0
6,41,6,0
6,41,7,1
6,42,1,0
6,42,2,1
6,42,3,0
6,42,4,0
6,42,5,0
6,42,6,0
6,42,7,0
6,43,1,0
6,43,2,1
6,43,3,0
6,43,4,0
6,43,5,0
6,43,6,0
6,43,7,0
6,44,1,1
6,44,2,0
6,44,3,0
6,44,4,0
6,44,5,0
6,44,6,0
6,44,7,0
6,45,1,0
6,45,2,0
6,45,3,0
6,45,4,0
6,45,5,0
6,45,6,0
6,45,7,1
6,46,1,0
6,46,2,0
6,46,3,1
6,46,4,0
6,46,5,0
6,46,6,0
6,46,7,0
6,47,1,0
6,47,2,0
6,47,3,1
6,47,4,0
6,47,5,0
6,47,6,0
6,47,7,0
6,48,1,0
6,48,2,0
6,48,3,0
6,48,4,0
6,48,5,0
6,48,6,0
6,48,7,1
6,49,1,0
6,49,2,0
6,49,3,0
6,49,4,0
6,49,5,0
6,49,6,0
6,49,7,1
6,50,1,0
6,50,2,0
6,50,3,0
6,50,4,1
6,50,5,0
6,50,6,0
6,50,7,0
6,51,1,0
6,51,2,0
6,51,3,0
6,51,4,1
6,51,5,0
6,51,6,0
6,51,7,0
6,52,1,1
6,52,2,0
6,52,3,0
6,52,4,0
6,52,5,0
6,52,6,0
6,52,7,0
6,53,1,0
6,53,2,0
6,53,3,0
6,53,4,0
6,53,5,0
6,53,6,0
6,53,7,1
6,54,1,0
6,54,2,0
6,54,3,0
6,54,4,1
6,54,5,0
6,54,6,0
6,54,7,0
6,55,1,0
6,55,2,0
6,55,3,0
6,55,4,1
6,55,5,0
6,55,6,0
6,55,7,0
6,56,1,0
6,56,2,0
6,56,3,0
6,56,4,1
6,56,5,0
6,56,6,0
6,56,7,0
6,57,1,0
6,57,2,0
6,57,3,0
6,57,4,1
6,57,5,0
6,57,6,0
6,57,7,0
6,58,1,1
6,58,2,0
6,58,3,0
6,58,4,0
6,58,5,0
6,58,6,0
6,58,7,0
6,59,1,0
6,59,2,0
6,59,3,0
6,59,4,0
6,59,5,0
6,59,6,0
6,59,7,1
6,60,1,1
6,60,2,0
6,60,3,0
6,60,4,0
6,60,5,0
6,60,6,0
6,60,7,0
6,61,1,1
6,61,2,0
6,61,3,0
6,61,4,0
6,61,5,0
6,61,6,0
6,61,7,0
6,62,1,0
6,62,2,0
6,62,3,0
6,62,4,0
6,62,5,0
6,62,6,0
6,62,7,1
6,63,1,0
6,63,2,0
6,63,3,0
6,63,4,0
6,63,5,0
6,63,6,0
6,63,7,1
6,64,1,0
6,64,2,1
6,64,3,0
6,64,4,0
6,64,5,0
6,64,6,0
6,64,7,0
6,65,1,0
6,65,2,1
6,65,3,0
6,65,4,0
6,65,5,0
6,65,6,0
6,65,7,0
6,66,1,1
6,66,2,0
6,66,3,0
6,66,4,0
6,66,5,0
6,66,6,0
6,66,7,0
6,67,1,1
6,67,2,0
6,67,3,0
6,67,4,0
6,67,5,0
6,67,6,0
6,67,7,0
6,68,1,0
6,68,2,0
6,68,3,0
6,68,4,0
6,68,5,0
6,68,6,0
6,68,7,1
6,69,1,1
6,69,2,0
6,69,3,0
6,69,4,0
6,69,5,0
6,69,6,0
6,69,7,0
6,70,1,1
6,70,2,0
6,70,3,0
6,70,4,0
6,70,5,0
6,70,6,0
6,70,7,0
6,71,1,0
6,71,2,0
6,71,3,1
6,71,4,0
6,71,5,0
6,71,6,0
6,71,7,0
6,72,1,0
6,72,2,0
6,72,3,1
6,72,4,0
6,72,5,0
6,72,6,0
6,72,7,0
6,73,1,0
6,73,2,0
6,73,3,0
6,73,4,0
6,73,5,0
6,73,6,0
6,73,7,1
6,74,1,0
6,74,2,0
6,74,3,0
6,74,4,0
6,74,5,0
6,74,6,0
6,74,7,1
6,75,1,0
6,75,2,0
6,75,3,0
6,75,4,0
6,75,5,1
6,75,6,0
6,75,7,0
6,76,1,1
6,76,2,0
6,76,3,0
6,76,4,0
6,76,5,0
6,76,6,0
6,76,7,0
6,77,1,1
6,77,2,0
6,77,3,0
6,77,4,0
6,77,5,0
6,77,6,0
6,77,7,0
6,78,1,0
6,78,2,0
6,78,3,0
6,78,4,0
6,78,5,1
6,78,6,0
6,78,7,0
6,79,1,0
6,79,2,0
6,79,3,0
6,79,4,0
6,79,5,0
6,79,6,0
6,79,7,1
6,80,1,0
6,80,2,0
